fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.4633629903594417,1.0517778652873933,-1.457521386922137,-0.6206556417651307,-0.18706119896992707,-0.16920990886538817,-0.0285414297212244,0.7488010486298663,1.374224016670915,-0.5854867404449173,-1.0230376722382832,5
-0.16330679986491473,2.1392507548753916,-1.457521386922137,0.4504052400785909,0.8498294042337914,1.0842420004199158,0.9783612785187159,0.12095224781782696,-0.9002331905818735,0.4855795829870012,-0.5832722738265644,5
-0.16330679986491473,1.4142688284833929,-1.1936548926337904,0.03174945605844793,0.5921550815466886,0.30432662750755507,0.6581677511258037,0.2465220079802209,-0.4600156665974651,0.23667161654233268,-0.5832722738265644,5
1.8988064918003438,-1.4856588770846024,1.58248000887811,-0.6206556417651307,-0.24108168277152364,0.49542248247307463,0.8145628109712929,0.8743708087922603,-1.1937115399048146,-0.39190463070265086,-0.5832722738265644,6
-0.4633629903594417,0.8101172231567274,-1.457521386922137,-0.8052814671524413,-0.24108168277152364,0.08584395428281456,0.21269844601529295,0.7488010486298663,1.374224016670915,-0.5854867404449173,-1.0230376722382832,5
-0.09069752061526447,0.4476262599607276,-1.065173802815193,-1.2074806122865736,-0.5811524826191814,0.30432662750755507,0.7896146578751445,-0.1301872725070306,-0.16653731727452406,-1.670643809856242,-1.0230376722382832,5
-0.5409118239006935,0.7497020626240607,-1.457521386922137,-2.1898418068823506,-0.8247165990913853,0.30432662750755507,-0.7437723296928926,-1.2603151139686457,0.49378896870209504,-1.5520043114955335,-0.37007628700860556,7
-0.16330679986491473,0.3267959388953943,-1.3244101017427294,-0.4455020719932333,-0.35131776905883394,-0.47558874540480556,-0.9725905415845523,0.12095224781782696,0.2736802067098876,-0.48784659767241595,-0.9113663399815947,7
-0.38685511222978813,-0.156525345365938,0.6340671628274551,3.3624231691176623,-0.46461635738684337,0.49542248247307463,1.6022168629891302,0.7488010486298663,0.20031061937915393,1.382119166406432,0.14479862721102812,5
-1.0297613811700792,0.3267959388953943,-0.9388890788389483,-0.8052814671524413,0.8079984026511327,0.30432662750755507,0.9333766187686344,-0.44411167291301545,-0.3132764919359946,-0.7861097242146244,-1.2499892670285933,5
-2.0519600796555664,0.5382490007597275,-1.457521386922137,-1.2074806122865736,0.4569442382633134,0.40286237520387524,0.7896146578751445,-1.4486697542123064,1.8878111279860637,-0.994305151248357,-0.47613589755798325,5
0.3265436795846436,-1.4856588770846024,1.58248000887811,-0.8052814671524413,0.5921550815466886,1.5979591236222241,1.6166987355854905,0.1837371278990239,-0.16653731727452406,1.0260908622944707,0.14479862721102812,7
-0.4633629903594417,0.387211099428061,-0.9388890788389483,2.2468795137418374,0.3170967012310503,-1.0946424034061009,-0.2646539077267991,0.49766152830500876,0.42041938137135815,-1.2106671586804651,-1.4819292062379108,4
0.5886473904208426,-1.8481498402806023,1.2175921917672692,-0.8052814671524413,-0.13374688552782207,1.3108458320485739,0.8145628109712929,0.12095224781782696,0.49378896870209504,-0.8892253255524076,-1.0230376722382832,6
